alt event	gene name	gene type	event type	overlaps with	overlap gene	P val up	P val down	min p val	rank up	rank down	min rank	Q val up	Q val down	min Q val
alt_region_36504	AT4G18140	mRNA	alt_3prime	None	None	1	0.54069	0.54069	11455	9992	9992	1	1	1
alt_region_36505	AT4G18140	mRNA	alt_3prime	None	None	0.459913	1	0.459913	6689	15386	6689	1	1	1
alt_region_36506	AT4G18250	mRNA	alt_3prime	None	None	0.043786	1	0.043786	2716	15386	2716	0.322859	1	0.322859
alt_region_36507	AT4G18260	mRNA	alt_3prime	None	None	0.752062	1	0.752062	9155	15386	9155	1	1	1
alt_region_36508	AT4G18270	mRNA	alt_3prime	None	None	1	0.601073	0.601073	11455	10642	10642	1	1	1
alt_region_36509	AT4G18360	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3651	AT2G45720	mRNA	intron_ret	mRNA	AT2G45730	1	0.090136	0.090136	11455	3961	3961	1	0.50952	0.50952
alt_region_36510	AT4G18440	mRNA	alt_3prime	None	None	1	0.759409	0.759409	11455	12506	11455	1	1	1
alt_region_36511	AT4G18480	mRNA	alt_3prime	None	None	0.402424	1	0.402424	6238	15386	6238	1	1	1
alt_region_36512	AT4G18580	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36513	AT4G18600	mRNA	alt_3prime	None	None	0.442821	1	0.442821	6539	15386	6539	1	1	1
alt_region_36514	AT4G18600	mRNA	alt_3prime	None	None	1	0.23156	0.23156	11455	6179	6179	1	0.873378	0.873378
alt_region_36515	AT4G18600	mRNA	alt_3prime	None	None	1	0.702518	0.702518	11455	11888	11455	1	1	1
alt_region_36516	AT4G18600	mRNA	alt_3prime	None	None	0.460127	1	0.460127	6695	15386	6695	1	1	1
alt_region_36517	AT4G18740	mRNA	alt_3prime	None	None	1	0.947155	0.947155	11455	14792	11455	1	1	1
alt_region_36518	AT4G18740	mRNA	alt_3prime	None	None	1	0.003875	0.003875	11455	1274	1274	1	0.058422	0.058422
alt_region_36519	AT4G18740	mRNA	alt_3prime	None	None	1	0.005203	0.005203	11455	1408	1408	1	0.071911	0.071911
alt_region_3652	AT2G45830	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36520	AT4G18740	mRNA	alt_3prime	None	None	0.01244	1	0.01244	1940	15386	1940	0.136884	1	0.136884
alt_region_36521	AT4G18810	mRNA	alt_3prime	None	None	1	0.217215	0.217215	11455	5983	5983	1	0.845289	0.845289
alt_region_36522	AT4G18810	mRNA	alt_3prime	None	None	1	0.000003	0.000003	11455	208	208	1	0.000197	0.000197
alt_region_36523	AT4G18810	mRNA	alt_3prime	None	None	1	0.663442	0.663442	11455	11404	11404	1	1	1
alt_region_36524	AT4G18880	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36525	AT4G18880	mRNA	alt_3prime	None	None	1	0.423261	0.423261	11455	8652	8652	1	1	1
alt_region_36526	AT4G18970	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36527	AT4G18970	mRNA	alt_3prime	None	None	1	0.921566	0.921566	11455	14520	11455	1	1	1
alt_region_36528	AT4G18975	mRNA	alt_3prime	None	None	0.143602	1	0.143602	3965	15386	3965	0.670684	1	0.670684
alt_region_36529	AT4G18975	mRNA	alt_3prime	None	None	1	0.000098	0.000098	11455	503	503	1	0.003374	0.003374
alt_region_3653	AT2G45830	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36530	AT4G18975	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36531	AT4G18975	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36532	AT4G18975	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36533	AT4G19003	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36534	AT4G19040	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36535	AT4G19040	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36536	AT4G19040	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36537	AT4G19045	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36538	AT4G19070	mRNA	alt_3prime	mRNA	AT4G19060	1	0.528022	0.528022	11455	9821	9821	1	1	1
alt_region_36539	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_3654	AT2G45830	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36540	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_36541	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_36542	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	0.904797	0.904797	11455	14298	11455	1	1	1
alt_region_36543	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_36544	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_36545	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	0.744804	0.744804	11455	12308	11455	1	1	1
alt_region_36546	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	0.779449	0.779449	11455	12778	11455	1	1	1
alt_region_36547	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	0.063697	1	0.063697	3000	15386	3000	0.412881	1	0.412881
alt_region_36548	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	0.840964	0.840964	11455	13511	11455	1	1	1
alt_region_36549	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	1	1	1	11455	15386	11455	1	1	1
alt_region_3655	AT2G45830	mRNA	intron_ret	None	None	1	0.91105	0.91105	11455	14383	11455	1	1	1
alt_region_36550	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	0.012172	1	0.012172	1926	15386	1926	0.135143	1	0.135143
alt_region_36551	AT4G19110	mRNA	alt_3prime	mRNA	AT4G19112	0.076855	1	0.076855	3199	15386	3199	0.463689	1	0.463689
alt_region_36552	AT4G19180	mRNA	alt_3prime	None	None	1	0.831719	0.831719	11455	13378	11455	1	1	1
alt_region_36553	AT4G19185	mRNA	alt_3prime	None	None	1	0.003744	0.003744	11455	1260	1260	1	0.056985	0.056985
alt_region_36554	AT4G19185	mRNA	alt_3prime	None	None	0.712692	1	0.712692	8804	15386	8804	1	1	1
alt_region_36555	AT4G19350	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36556	AT4G19370	mRNA	alt_3prime	None	None	1	0.518749	0.518749	11455	9721	9721	1	1	1
alt_region_36557	AT4G19370	mRNA	alt_3prime	None	None	1	0.534642	0.534642	11455	9904	9904	1	1	1
alt_region_36558	AT4G19370	mRNA	alt_3prime	None	None	1	0.491996	0.491996	11455	9446	9446	1	1	1
alt_region_36559	AT4G19410	mRNA	alt_3prime	None	None	1	0.510996	0.510996	11455	9656	9656	1	1	1
alt_region_3656	AT2G45830	mRNA	intron_ret	None	None	1	0.709323	0.709323	11455	11953	11455	1	1	1
alt_region_36560	AT4G19410	mRNA	alt_3prime	None	None	1	0.461626	0.461626	11455	9039	9039	1	1	1
alt_region_36561	AT4G19420	mRNA	alt_3prime	None	None	1	0.858674	0.858674	11455	13715	11455	1	1	1
alt_region_36562	AT4G19420	mRNA	alt_3prime	None	None	1	0.61357	0.61357	11455	10778	10778	1	1	1
alt_region_36563	AT4G19440	mRNA	alt_3prime	None	None	0.564785	1	0.564785	7550	15386	7550	1	1	1
alt_region_36564	AT4G19440	mRNA	alt_3prime	None	None	0.749189	1	0.749189	9135	15386	9135	1	1	1
alt_region_36565	AT4G19520	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36566	AT4G19520	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36567	AT4G19520	mRNA	alt_3prime	None	None	1	0.943011	0.943011	11455	14760	11455	1	1	1
alt_region_36568	AT4G19520	mRNA	alt_3prime	None	None	0.880327	1	0.880327	10340	15386	10340	1	1	1
alt_region_36569	AT4G19640	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3657	AT2G45990	mRNA	intron_ret	None	None	0.861649	1	0.861649	10159	15386	10159	1	1	1
alt_region_36570	AT4G19640	mRNA	alt_3prime	None	None	0.955403	1	0.955403	11104	15386	11104	1	1	1
alt_region_36571	AT4G19640	mRNA	alt_3prime	None	None	0.955403	1	0.955403	11104	15386	11104	1	1	1
alt_region_36572	AT4G19640	mRNA	alt_3prime	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_36573	AT4G19670	mRNA	alt_3prime	None	None	1	0.063865	0.063865	11455	3402	3402	1	0.413647	0.413647
alt_region_36574	AT4G19670	mRNA	alt_3prime	None	None	1	0.054258	0.054258	11455	3188	3188	1	0.371054	0.371054
alt_region_36575	AT4G19670	mRNA	alt_3prime	None	None	1	0.477212	0.477212	11455	9232	9232	1	1	1
alt_region_36576	AT4G19810	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36577	AT4G19880	mRNA	alt_3prime	None	None	1	0.534781	0.534781	11455	9909	9909	1	1	1
alt_region_36578	AT4G19880	mRNA	alt_3prime	None	None	1	0.151492	0.151492	11455	5019	5019	1	0.693846	0.693846
alt_region_36579	AT4G19880	mRNA	alt_3prime	None	None	1	0.805898	0.805898	11455	13058	11455	1	1	1
alt_region_3658	AT2G45990	mRNA	intron_ret	None	None	0.861649	1	0.861649	10159	15386	10159	1	1	1
alt_region_36580	AT4G19880	mRNA	alt_3prime	None	None	1	0.805147	0.805147	11455	13048	11455	1	1	1
alt_region_36581	AT4G19880	mRNA	alt_3prime	None	None	1	0.386038	0.386038	11455	8175	8175	1	1	1
alt_region_36582	AT4G19880	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36583	AT4G19985	mRNA	alt_3prime	None	None	0.000134	1	0.000134	737	15386	737	0.004297	1	0.004297
alt_region_36584	AT4G19985	mRNA	alt_3prime	None	None	0.021037	1	0.021037	2246	15386	2246	0.195068	1	0.195068
alt_region_36585	AT4G19985	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36586	AT4G20235	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36587	AT4G20330	mRNA	alt_3prime	None	None	1	0.762497	0.762497	11455	12577	11455	1	1	1
alt_region_36588	AT4G20430	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36589	AT4G20450	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3659	AT2G45990	mRNA	intron_ret	None	None	0.943606	1	0.943606	10990	15386	10990	1	1	1
alt_region_36590	AT4G20460	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36591	AT4G20480	mRNA	alt_3prime	None	None	0.545432	1	0.545432	7408	15386	7408	1	1	1
alt_region_36592	AT4G20480	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36593	AT4G20850	mRNA	alt_3prime	None	None	1	0.65044	0.65044	11455	11253	11253	1	1	1
alt_region_36594	AT4G20850	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36595	AT4G20850	mRNA	alt_3prime	None	None	1	0.423004	0.423004	11455	8650	8650	1	1	1
alt_region_36596	AT4G20850	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36597	AT4G20850	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36598	AT4G20850	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36599	AT4G20850	mRNA	alt_3prime	None	None	0.000045	1	0.000045	609	15386	609	0.00183	1	0.00183
alt_region_366	AT1G16620	mRNA	intron_ret	transposon_fragment	AT1TE18370	1	0.74134	0.74134	11455	12269	11455	1	1	1
alt_region_3660	AT2G46100	mRNA	intron_ret	None	None	0.002666	1	0.002666	1358	15386	1358	0.044495	1	0.044495
alt_region_36600	AT4G20930	mRNA	alt_3prime	None	None	1	0.015421	0.015421	11455	1976	1976	1	0.158179	0.158179
alt_region_36601	AT4G21090	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36602	AT4G21090	mRNA	alt_3prime	None	None	0.662695	1	0.662695	8391	15386	8391	1	1	1
alt_region_36603	AT4G21090	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36604	AT4G21090	mRNA	alt_3prime	None	None	1	0.814223	0.814223	11455	13146	11455	1	1	1
alt_region_36605	AT4G21100	mRNA	alt_3prime	None	None	1	0.860602	0.860602	11455	13741	11455	1	1	1
alt_region_36606	AT4G21215	mRNA	alt_3prime	None	None	0.403484	1	0.403484	6247	15386	6247	1	1	1
alt_region_36607	AT4G21215	mRNA	alt_3prime	None	None	0.388598	1	0.388598	6106	15386	6106	1	1	1
alt_region_36608	AT4G21215	mRNA	alt_3prime	None	None	0.975898	1	0.975898	11270	15386	11270	1	1	1
alt_region_36609	AT4G21230	mRNA	alt_3prime	None	None	0.804961	1	0.804961	9639	15386	9639	1	1	1
alt_region_3661	AT2G46225	mRNA	intron_ret	None	None	1	0.940518	0.940518	11455	14731	11455	1	1	1
alt_region_36610	AT4G21380	mRNA	alt_3prime	None	None	1	0.371053	0.371053	11455	7976	7976	1	1	1
alt_region_36611	AT4G21400	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36612	AT4G21400	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36613	AT4G21400	mRNA	alt_3prime	None	None	1	0.548939	0.548939	11455	10093	10093	1	1	1
alt_region_36614	AT4G21400	mRNA	alt_3prime	mRNA	AT4G21410	0.213202	1	0.213202	4639	15386	4639	0.837464	1	0.837464
alt_region_36615	AT4G21410	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36616	AT4G21410	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36617	AT4G21410	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36618	AT4G21430	mRNA	alt_3prime	None	None	1	0.709278	0.709278	11455	11950	11455	1	1	1
alt_region_36619	AT4G21520	mRNA	alt_3prime	None	None	0.26976	1	0.26976	5138	15386	5138	0.94458	1	0.94458
alt_region_3662	AT2G46225	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36620	AT4G21560	mRNA	alt_3prime	None	None	1	0.654386	0.654386	11455	11295	11295	1	1	1
alt_region_36621	AT4G21560	mRNA	alt_3prime	None	None	1	0.78753	0.78753	11455	12869	11455	1	1	1
alt_region_36622	AT4G21660	mRNA	alt_3prime	None	None	1	0.897225	0.897225	11455	14189	11455	1	1	1
alt_region_36623	AT4G21710	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36624	AT4G21770	mRNA	alt_3prime	None	None	1	0.007292	0.007292	11455	1567	1567	1	0.092439	0.092439
alt_region_36625	AT4G21860	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36626	AT4G21900	mRNA	alt_3prime	None	None	0.418108	1	0.418108	6371	15386	6371	1	1	1
alt_region_36627	AT4G21910	mRNA	alt_3prime	None	None	1	0.685617	0.685617	11455	11679	11455	1	1	1
alt_region_36628	AT4G21910	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36629	AT4G21910	mRNA	alt_3prime	None	None	1	0.438285	0.438285	11455	8820	8820	1	1	1
alt_region_3663	AT2G46270	mRNA	intron_ret	None	None	1	0.822526	0.822526	11455	13250	11455	1	1	1
alt_region_36630	AT4G21960	mRNA	alt_3prime	None	None	1	0.000013	0.000013	11455	304	304	1	0.000663	0.000663
alt_region_36631	AT4G21990	mRNA	alt_3prime	None	None	0.643969	1	0.643969	8244	15386	8244	1	1	1
alt_region_36632	AT4G21990	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36633	AT4G21990	mRNA	alt_3prime	None	None	1	0.765178	0.765178	11455	12617	11455	1	1	1
alt_region_36634	AT4G22070	mRNA	alt_3prime	None	None	0.88681	1	0.88681	10410	15386	10410	1	1	1
alt_region_36635	AT4G22150	mRNA	alt_3prime	None	None	1	0.482687	0.482687	11455	9319	9319	1	1	1
alt_region_36636	AT4G22285	mRNA	alt_3prime	None	None	0.524352	1	0.524352	7225	15386	7225	1	1	1
alt_region_36637	AT4G22300	mRNA	alt_3prime	None	None	0.001587	1	0.001587	1201	15386	1201	0.030358	1	0.030358
alt_region_36638	AT4G22320	mRNA	alt_3prime	None	None	1	0.708071	0.708071	11455	11935	11455	1	1	1
alt_region_36639	AT4G22350	mRNA	alt_3prime	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_3664	AT2G46430	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36640	AT4G22540	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36641	AT4G22540	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36642	AT4G22540	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36643	AT4G22540	mRNA	alt_3prime	None	None	1	0.187819	0.187819	11455	5557	5557	1	0.783511	0.783511
alt_region_36644	AT4G22540	mRNA	alt_3prime	None	None	1	0.629918	0.629918	11455	11008	11008	1	1	1
alt_region_36645	AT4G22540	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36646	AT4G22540	mRNA	alt_3prime	None	None	1	0.423855	0.423855	11455	8660	8660	1	1	1
alt_region_36647	AT4G22540	mRNA	alt_3prime	None	None	1	0.213725	0.213725	11455	5929	5929	1	0.83855	0.83855
alt_region_36648	AT4G22540	mRNA	alt_3prime	None	None	0.482903	1	0.482903	6873	15386	6873	1	1	1
alt_region_36649	AT4G22540	mRNA	alt_3prime	None	None	0.152274	1	0.152274	4047	15386	4047	0.695244	1	0.695244
alt_region_3665	AT2G46450	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36650	AT4G22545	pseudogenic_transcript	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36651	AT4G22590	mRNA	alt_3prime	mRNA	AT4G22592	1	0.545113	0.545113	11455	10055	10055	1	1	1
alt_region_36652	AT4G22820	mRNA	alt_3prime	None	None	1	0.800657	0.800657	11455	12990	11455	1	1	1
alt_region_36653	AT4G22880	mRNA	alt_3prime	None	None	1	0.068083	0.068083	11455	3486	3486	1	0.43147	0.43147
alt_region_36654	AT4G22970	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36655	AT4G22990	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36656	AT4G22990	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36657	AT4G23010	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36658	AT4G23100	mRNA	alt_3prime	None	None	1	0.607134	0.607134	11455	10706	10706	1	1	1
alt_region_36659	AT4G23100	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3666	AT2G46450	mRNA	intron_ret	None	None	1	0.505011	0.505011	11455	9595	9595	1	1	1
alt_region_36660	AT4G23100	mRNA	alt_3prime	None	None	0.000063	1	0.000063	653	15386	653	0.002381	1	0.002381
alt_region_36661	AT4G23100	mRNA	alt_3prime	None	None	0.008138	1	0.008138	1744	15386	1744	0.100224	1	0.100224
alt_region_36662	AT4G23100	mRNA	alt_3prime	None	None	1	0.110987	0.110987	11455	4332	4332	1	0.579787	0.579787
alt_region_36663	AT4G23100	mRNA	alt_3prime	None	None	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_36664	AT4G23190	mRNA	alt_3prime	None	None	0.694891	1	0.694891	8672	15386	8672	1	1	1
alt_region_36665	AT4G23190	mRNA	alt_3prime	None	None	0.886238	1	0.886238	10402	15386	10402	1	1	1
alt_region_36666	AT4G23200	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36667	AT4G23210	mRNA	alt_3prime	None	None	1	0.456536	0.456536	11455	8997	8997	1	1	1
alt_region_36668	AT4G23210	mRNA	alt_3prime	None	None	1	0.533255	0.533255	11455	9894	9894	1	1	1
alt_region_36669	AT4G23210	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3667	AT2G46450	mRNA	intron_ret	None	None	1	0.058517	0.058517	11455	3292	3292	1	0.390154	0.390154
alt_region_36670	AT4G23210	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36671	AT4G23220	mRNA	alt_3prime	None	None	0.896775	1	0.896775	10511	15386	10511	1	1	1
alt_region_36672	AT4G23220	mRNA	alt_3prime	None	None	1	0.347295	0.347295	11455	7665	7665	1	1	1
alt_region_36673	AT4G23250	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36674	AT4G23250	mRNA	alt_3prime	None	None	1	0.000449	0.000449	11455	731	731	1	0.01127	0.01127
alt_region_36675	AT4G23250	mRNA	alt_3prime	None	None	1	0.000346	0.000346	11455	680	680	1	0.009191	0.009191
alt_region_36676	AT4G23250	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36677	AT4G23260	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36678	AT4G23260	mRNA	alt_3prime	None	None	0.722284	1	0.722284	8882	15386	8882	1	1	1
alt_region_36679	AT4G23260	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3668	AT2G46450	mRNA	intron_ret	None	None	1	0.058579	0.058579	11455	3294	3294	1	0.390394	0.390394
alt_region_36680	AT4G23290	mRNA	alt_3prime	None	None	0.921584	1	0.921584	10756	15386	10756	1	1	1
alt_region_36681	AT4G23290	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36682	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36683	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36684	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36685	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36686	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36687	AT4G23320	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36688	AT4G23460	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36689	AT4G23460	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_3669	AT2G46520	mRNA	intron_ret	None	None	1	0.915006	0.915006	11455	14434	11455	1	1	1
alt_region_36690	AT4G23493	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36691	AT4G23540	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36692	AT4G23670	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36693	AT4G23670	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36694	AT4G23670	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36695	AT4G23670	mRNA	alt_3prime	None	None	1	0.004386	0.004386	11455	1333	1333	1	0.063607	0.063607
alt_region_36696	AT4G23670	mRNA	alt_3prime	None	None	1	0.002319	0.002319	11455	1082	1082	1	0.040377	0.040377
alt_region_36697	AT4G23670	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36698	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36699	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_367	AT1G16640	mRNA	intron_ret	None	None	1	0.173043	0.173043	11455	5343	5343	1	0.749606	0.749606
alt_region_3670	AT2G46535	mRNA	intron_ret	mRNA	AT2G46540	0.464241	1	0.464241	6726	15386	6726	1	1	1
alt_region_36700	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36701	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36702	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36703	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36704	AT4G23680	mRNA	alt_3prime	None	None	0.916291	1	0.916291	10694	15386	10694	1	1	1
alt_region_36705	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36706	AT4G23680	mRNA	alt_3prime	None	None	0.99578	1	0.99578	11427	15386	11427	1	1	1
alt_region_36707	AT4G23680	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36708	AT4G23820	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36709	AT4G23850	mRNA	alt_3prime	None	None	1	0.66386	0.66386	11455	11410	11410	1	1	1
alt_region_3671	AT2G46535	mRNA	intron_ret	mRNA	AT2G46540	0.253018	1	0.253018	5004	15386	5004	0.913073	1	0.913073
alt_region_36710	AT4G23850	mRNA	alt_3prime	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_36711	AT4G24015	mRNA	alt_3prime	None	None	1	0.486804	0.486804	11455	9380	9380	1	1	1
alt_region_36712	AT4G24015	mRNA	alt_3prime	None	None	1	0.473589	0.473589	11455	9184	9184	1	1	1
alt_region_36713	AT4G24015	mRNA	alt_3prime	None	None	0.688627	1	0.688627	8617	15386	8617	1	1	1
alt_region_36714	AT4G24190	mRNA	alt_3prime	None	None	1	0.136215	0.136215	11455	4784	4784	1	0.652244	0.652244
alt_region_36715	AT4G24190	mRNA	alt_3prime	None	None	1	0.003706	0.003706	11455	1256	1256	1	0.056552	0.056552
alt_region_36716	AT4G24230	mRNA	alt_3prime	None	None	1	0.083965	0.083965	11455	3830	3830	1	0.489873	0.489873
alt_region_36717	AT4G24230	mRNA	alt_3prime	None	None	1	0.236981	0.236981	11455	6254	6254	1	0.883827	0.883827
alt_region_36718	AT4G24230	mRNA	alt_3prime	None	None	1	0.136469	0.136469	11455	4792	4792	1	0.652707	0.652707
alt_region_36719	AT4G24230	mRNA	alt_3prime	None	None	1	0.083936	0.083936	11455	3826	3826	1	0.489873	0.489873
alt_region_3672	AT2G46570	mRNA	intron_ret	ncRNA	AT2G46572	0.453979	1	0.453979	6634	15386	6634	1	1	1
alt_region_36720	AT4G24230	mRNA	alt_3prime	None	None	1	0.236952	0.236952	11455	6253	6253	1	0.883799	0.883799
alt_region_36721	AT4G24230	mRNA	alt_3prime	None	None	1	0.136425	0.136425	11455	4790	4790	1	0.652647	0.652647
